AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-000397,Telecommunications,Regional Carrier/ISP,14064,0,0,0,0
Acct-001272,IT Infrastructure,Cloud Service Provider,13988,3929564000,13158,3711050000,11000
Acct-001967,Research & Education,Higher Education,13950,461000,10,1057394,10
Acct-001136,Media & Content,Internet Content & Software,13906,16806822,50,17866637,50
Acct-000205,Finance,Finance - Other,13871,0,0,0,0
Acct-000051,Finance,Asset Management / Hedge Fund,13865,0,0,0,0
Acct-001608,Media & Content,Cable & Satellite,13813,0,0,0,0
Acct-000724,Media & Content,Media,13702,2212468080,536,1612889230,536
Acct-001637,Professional Services,Consulting / Other Professional Services,13699,76894800,1201,175899064,268
Acct-002662,Professional Services,Legal,13641,0,0,0,0
Acct-000298,Telecommunications,Regional Carrier/ISP,13608,12404327,37,13702828,37
Acct-000360,Healthcare,Healthcare - Other,13608,45138414,431,45138414,431
Acct-001221,Energy & Manufacturing,Oil & Gas,13429,8227238017,4230,7973746403,5512
Acct-001635,Telecommunications,VOIP/VSP,13425,199942154,867,257093246,1247
Acct-001861,Other Industry,Retail,13345,84824,2,84824,2
Acct-000682,Telecommunications,Regional Carrier/ISP,13268,19179925,33,19179925,33
Acct-000508,IT Infrastructure,Colo/Hosting,13254,0,0,0,0
Acct-001510,Other Industry,Retail,13246,0,0,0,0
Acct-000181,,,13236,0,0,0,0
Acct-000525,Research & Education,Higher Education,13202,0,0,0,0
Acct-002053,Professional Services,Consulting / Other Professional Services,13160,706357,33,706357,33
Acct-002180,Healthcare,Healthcare - Other,13139,0,0,0,0
Acct-000932,Media & Content,Internet Content & Software,13127,0,0,0,0
Acct-000722,Media & Content,Internet Content & Software,13106,0,0,0,0
Acct-001650,Finance,Finance - Other,13038,92200000,300,92200000,300
Acct-003242,Media & Content,Internet Content & Software,13022,317283250,1730,317283250,1730
Acct-001062,Professional Services,Consulting / Other Professional Services,12975,0,0,0,0
Acct-000283,Energy & Manufacturing,Manufacturing - Other,12975,2820971058,13433,3933399734,13433
Acct-003303,Other Industry,Hospitality,12974,0,0,0,0
Acct-001876,Finance,Finance - Other,12955,0,0,0,0
Acct-000408,Professional Services,Commercial Systems Integrator,12736,0,0,0,0
Acct-001896,Telecommunications,PTT,12644,1809623,6,2189645,6
Acct-000692,Telecommunications,Regional Carrier/ISP,12630,0,0,0,0
Acct-001433,IT Infrastructure,Colo/Hosting,12553,0,0,0,0
Acct-001801,Other Industry,Real Estate / Construction,12527,0,0,0,0
Acct-001444,Telecommunications,National Carrier/ISP,12508,781945,15,829800,15
Acct-001436,Telecommunications,Regional Carrier/ISP,12459,0,0,0,0
Acct-000851,Media & Content,Internet Content & Software,12451,1710567238,12000,1796888566,13200
Acct-001638,Other Industry,Transportation,12404,247053588,423,249755970,888
Acct-002497,Media & Content,Cable & Satellite,12392,0,0,0,0
Acct-002404,Professional Services,Engineering,12342,599668800,6400,6772285732,6400
Acct-002199,Media & Content,Internet Content & Software,12341,2028400,19,19393254,68
Acct-000512,Telecommunications,VOIP/VSP,12281,4097146,26,3038881,22
Acct-001145,Media & Content,Media,12261,0,0,0,0
Acct-002184,IT Infrastructure,Colo/Hosting,12223,0,0,0,0
Acct-000573,IT Infrastructure,Cloud Service Provider,12117,61271569,302,98616204,650
Acct-000690,Professional Services,Consulting / Other Professional Services,12104,5114604247,24097,4279540007,24097
Acct-003164,Telecommunications,Regional Carrier/ISP,11979,0,0,0,0
Acct-000330,Media & Content,Internet Content & Software,11875,433340000,3500,433340000,3500
Acct-000121,IT Infrastructure,Colo/Hosting,11716,15397615,30,18966372,30
Acct-001075,Professional Services,Consulting / Other Professional Services,11639,44883653344,50300,46438299318,51900
Acct-001926,Other Industry,Retail,11617,3839064168,29000,3839064168,29000
Acct-001621,Healthcare,Health Insurance,11588,67306,2,124971,2
Acct-000798,Professional Services,Legal,11565,0,0,0,0
Acct-001549,Telecommunications,Regional Carrier/ISP,11561,1659600,17,3028418,17
Acct-001129,Media & Content,Media,11549,28881964,300,28094200,300
Acct-001628,Professional Services,Consulting / Other Professional Services,11522,0,0,0,0
Acct-000442,IT Infrastructure,Colo/Hosting,11512,1106400,9,1106400,9
Acct-000386,Professional Services,Legal,11503,413592358,1576,465616049,1576
Acct-000456,Energy & Manufacturing,Oil & Gas,11496,345842200,4401,661289939,4401
Acct-001887,Healthcare,Healthcare - Other,11474,0,0,0,0
Acct-002039,Telecommunications,Regional Carrier/ISP,11424,0,0,0,0
Acct-001645,Manufacturing,Telecommunications Equipment Provider,11401,211951,1,0,1
Acct-000441,Other Industry,Accelerator,11393,3856805,42,3567030,39
Acct-001693,Media & Content,Internet Content & Software,11385,792920,10,6979122,55
Acct-000872,Telecommunications,Regional Carrier/ISP,11380,0,0,0,0
Acct-000890,Professional Services,Consulting / Other Professional Services,11350,0,0,0,0
Acct-003197,,,11338,0,0,0,0
Acct-000154,Finance,Finance - Other,11279,0,0,0,0
Acct-000468,IT Infrastructure,Colo/Hosting,11272,4102237,21,4102237,21
Acct-002796,IT Infrastructure,Colo/Hosting,11151,86668,1,86668,1
Acct-000983,Other Industry,Retail,11106,0,0,0,0
Acct-001359,Healthcare,Hospital/Clinic,11011,2157577262,13800,2242515874,13800
Acct-000012,Finance,Finance - Other,11006,0,0,0,0
Acct-000504,Telecommunications,PTT,10992,111533485,335,432047045,387
Acct-000483,Finance,Finance - Other,10977,35312600,800,690497034,800
Acct-000674,Telecommunications,National Carrier/ISP,10974,0,0,0,0
Acct-002695,Other Industry,Telecommunications Equipment Provider,10945,129080,2,129080,2
Acct-000418,Professional Services,Consulting / Other Professional Services,10906,0,0,15729852,107
Acct-003085,Energy & Manufacturing,Manufacturing - Other,10829,0,0,0,0
Acct-000727,Telecommunications,Reseller,10825,6957465,20,6051653,20
Acct-003471,Media & Content,Internet Content & Software,10790,176207316,206,305275122,332
Acct-002282,Media & Content,Media,10781,0,0,0,0
Acct-003178,IT Infrastructure,Cloud Service Provider,10751,0,0,0,0
Acct-000973,IT Infrastructure,Colo/Hosting,10749,56393,18,1464559,18
Acct-002047,Energy & Manufacturing,Manufacturing - Other,10720,24340800,500,385593438,500
Acct-000623,Telecommunications,Regional Carrier/ISP,10705,76526,1,446377,1
Acct-003256,Media & Content,Internet Content & Software,10704,0,0,0,0
Acct-000630,Media & Content,Internet Content & Software,10689,31163600,165,63776614,165
Acct-003180,Media & Content,Internet Content & Software,10642,0,0,0,0
Acct-001090,Media & Content,Internet Content & Software,10640,0,0,0,0
Acct-003383,Energy & Manufacturing,Manufacturing - Other,10636,1569327902,6700,1569327902,6700
Acct-000332,Telecommunications,Reseller,10568,717427,1,789169,1
Acct-000569,Telecommunications,Regional Carrier/ISP,10559,0,0,0,0
Acct-002416,Other Industry,Retail,10512,0,0,0,0
Acct-000464,Media & Content,Internet Content & Software,10485,3503600,36,7753401,36
Acct-000659,IT Infrastructure,Colo/Hosting,10369,0,0,0,0
Acct-000755,Media & Content,Media,10330,1249418,8,929817,8
Acct-000267,IT Infrastructure,Cloud Service Provider,10315,0,0,0,0
Acct-001506,Energy & Manufacturing,Manufacturing - Other,10246,465886600,3800,24516251,3500
Acct-001069,Government,Systems Integrators - Government,10195,4245902200,25000,965254687,25000
Acct-000359,Media & Content,Media,10188,6426081,15,6426081,15
Acct-000910,Media & Content,Internet Content & Software,10183,0,0,0,0
Acct-000635,IT Infrastructure,Colo/Hosting,10157,7795451,30,7757462,30
Acct-000531,Energy & Manufacturing,Oil & Gas,10154,16991582486,395,1558140354,395
Acct-001798,Media & Content,Internet Content & Software,10152,0,0,0,0
Acct-000710,Media & Content,Cable & Satellite,10147,1622720,18,1622720,18
Acct-000506,Telecommunications,Regional Carrier/ISP,10144,0,0,0,0
Acct-000680,Telecommunications,National Carrier/ISP,10135,22917960,70,15043352,70
Acct-002167,Media & Content,Media,10121,2384397108,11500,2384397108,11500
Acct-001937,Media & Content,Internet Content & Software,10114,120835213,165,79892453,272
Acct-001925,Media & Content,Internet Content & Software,10066,25631600,200,51426790,200
Acct-000578,IT Infrastructure,Cloud Service Provider,10060,0,0,0,0
Acct-002006,Healthcare,Healthcare - Other,10054,0,0,0,0
Acct-001180,Professional Services,Engineering,10035,854890666,4805,838317322,4805
Acct-000532,Other Industry,Transportation,10023,1081858905,1734,1394339388,2335
Acct-000028,IT Infrastructure,Colo/Hosting,10000,0,0,0,0
Acct-001164,Energy & Manufacturing,Utilities,9983,0,59,0,0
Acct-000633,Energy & Manufacturing,Oil & Gas,9980,2858200,20,22223654,20
Acct-001369,Healthcare,Hospital/Clinic,9956,350847694,11488,385932463,10337
Acct-000361,Professional Services,Commercial Systems Integrator,9950,0,0,0,0
Acct-003211,Other Industry,Retail,9919,2911487912,22200,3022703240,24300
Acct-003210,Government,Systems Integrators - Government,9900,0,0,0,0
Acct-000845,Government,Systems Integrators - Government,9877,2170213725,7000,2595513862,7000
Acct-001874,Professional Services,Consulting / Other Professional Services,9846,0,0,0,0
Acct-002498,Government,Federal Government,9839,0,0,0,0
Acct-000919,Finance,Asset Management / Hedge Fund,9757,0,0,0,0
Acct-001435,Telecommunications,Regional Carrier/ISP,9736,0,0,0,0
Acct-000518,Telecommunications,Regional Carrier/ISP,9736,0,0,0,0
Acct-002299,Media & Content,Internet Content & Software,9656,0,0,0,0
Acct-001892,Healthcare,Healthcare - Other,9634,0,0,0,0
Acct-001354,IT Infrastructure,Cloud Service Provider,9589,0,0,0,0
Acct-001327,IT Infrastructure,Colo/Hosting,9565,16192893,50,15190735,50
Acct-003507,Energy & Manufacturing,Oil & Gas,9487,1493640000,4000,2389586457,4000
Acct-002185,IT Infrastructure,Cloud Service Provider,9485,41029000,250,65923000,270
Acct-001373,Media & Content,Internet Content & Software,9478,8205800,99,7616163,99
Acct-001333,Professional Services,Legal,9415,1934127,53,86514,53
Acct-003101,Media & Content,Internet Content & Software,9395,599300,11,4405976,39
Acct-001077,Finance,Finance - Other,9369,0,0,0,0
Acct-000385,Telecommunications,Regional Carrier/ISP,9348,0,0,0,0
Acct-000446,Media & Content,Internet Content & Software,9316,350360,6,817243,6
Acct-001100,Professional Services,Consulting / Other Professional Services,9277,0,0,0,0
Acct-000084,Telecommunications,VOIP/VSP,9254,1737655,26,1936200,26
Acct-002280,Professional Services,Consulting / Other Professional Services,9252,3612456,40,4034396,40
Acct-001120,Other Industry,Retail,9233,0,0,0,0
Acct-001088,Professional Services,Consulting / Other Professional Services,9211,0,0,0,0
Acct-002266,Media & Content,Internet Content & Software,9182,6076902000,30200,5875906000,32600
Acct-000169,Professional Services,Commercial Systems Integrator,9176,33614,2,36976,3
Acct-001527,Professional Services,Commercial Systems Integrator,9176,156740,2,156740,2
Acct-003500,Research & Education,K-12 Education,9176,186608418,1284,186608418,2000
Acct-003307,Research & Education,K-12 Education,9176,0,0,0,0
Acct-002681,Government,Systems Integrators - Government,9163,21690972000,65000,21690972000,65000
Acct-003102,Finance,Finance - Other,9118,0,0,0,0
Acct-000996,Telecommunications,Reseller,9097,0,0,0,0
Acct-001541,Energy & Manufacturing,Manufacturing - Other,9094,0,0,0,0
Acct-001625,Telecommunications,Regional Carrier/ISP,9074,442560,5,410716,5
Acct-003185,,,8993,0,0,0,0
Acct-000993,Telecommunications,Wireless,8980,0,0,0,0
Acct-001695,Professional Services,Legal,8972,0,0,0,0
Acct-001302,Telecommunications,National Carrier/ISP,8927,0,0,0,0
Acct-002045,Finance,Finance - Other,8903,0,0,0,0
Acct-002371,Healthcare,Healthcare,8842,2766000,51,11007877,51
Acct-002062,Professional Services,Consulting / Other Professional Services,8811,497726453,800,420532784,800
Acct-000368,Healthcare,Healthcare,8777,8529559,103,7874512,94
Acct-001000,Professional Services,Consulting / Other Professional Services,8768,0,0,0,0
Acct-003071,Finance,Finance - Other,8752,0,0,0,0
Acct-001709,Media & Content,Media,8729,13851917,75,12501278,75
Acct-000875,Media & Content,Internet Content & Software,8721,7985169,25,7186653,25
Acct-001505,Telecommunications,Regional Carrier/ISP,8690,83902,1,262315,5
Acct-001497,Professional Services,Engineering,8666,0,0,0,0
Acct-000374,Healthcare,Healthcare,8666,424120,4,652286,6
Acct-001150,Energy & Manufacturing,Oil & Gas,8659,230500,4,116954909,6
Acct-001825,Finance,Finance - Other,8648,341140,5,958513,50
Acct-002408,Finance,Finance - Other,8560,0,0,0,0
Acct-002073,Transportation & Logistics,Logistics,8541,4782743334,140000,4763107259,140000
Acct-000196,Media & Content,Internet Content & Software,8502,553200000,1000,368487442,1000
Acct-001963,Professional Services,Consulting / Other Professional Services,8487,0,0,0,0
Acct-001413,Professional Services,Consulting / Other Professional Services,8480,821180222,4201,782689488,7695
Acct-000098,Professional Services,Commercial Systems Integrator,8478,11132689000,7211,11975581400,8465
Acct-000412,Telecommunications,Reseller,8463,368800,5,622173,5
Acct-002871,Other Industry,Real Estate / Construction,8443,101420,2,101420,2
Acct-000605,Telecommunications,National Carrier/ISP,8420,34144915,150,34206200,150
Acct-000711,Media & Content,Internet Content & Software,8389,0,0,0,0
Acct-000522,Telecommunications,Reseller,8383,0,0,0,0
Acct-000906,Media & Content,Internet Content & Software,8379,100587688,250,90306538,250
Acct-002289,Research & Education,Higher Education,8363,0,0,0,0
Acct-003201,Finance,Finance - Other,8348,0,0,0,0
Acct-000853,Media & Content,Media,8340,0,0,0,0
Acct-000675,Energy & Manufacturing,Oil & Gas,8331,1552403570,7000,4077084000,7000
Acct-001706,Finance,Finance - Other,8318,12262600,85,17073241,85
Acct-001275,Professional Services,Consulting / Other Professional Services,8316,307855800,4500,637831710,4500
Acct-003217,Professional Services,Consulting / Other Professional Services,8254,0,0,0,0
Acct-001315,Telecommunications,Regional Carrier/ISP,8228,0,0,0,0
Acct-001170,Energy & Manufacturing,Utilities,8201,242695083,285,242695083,285
Acct-001261,Telecommunications,Regional Carrier/ISP,8183,0,0,0,0
Acct-000955,Telecommunications,Regional Carrier/ISP,8172,14752000,24,14752000,24
Acct-003128,Finance,Finance - Other,8156,0,0,0,0
Acct-003157,Research & Education,K-12 Education,8156,0,0,0,0
Acct-002482,Other Industry,Retail,8145,0,0,0,0
Acct-000528,Other Industry,Accelerator,8094,28366308,150,28366308,150
Acct-003155,Media & Content,Internet Content & Software,8054,0,0,0,0
Acct-000660,Telecommunications,Regional Carrier/ISP,8004,5900800,45,13858007,45
Acct-001973,Media & Content,Internet Content & Software,7996,0,0,0,0
Acct-002170,Other Industry,Real Estate / Construction,7990,0,0,0,0
Acct-003223,Energy & Manufacturing,Oil & Gas,7920,0,0,0,0
Acct-003093,Healthcare,Healthcare - Other,7867,0,0,0,0
Acct-001764,Media & Content,Internet Content & Software,7864,0,0,0,0
Acct-001010,IT Infrastructure,Cloud Service Provider,7863,10554685,44,26445625,107
Acct-001366,Telecommunications,Wireless,7781,4399337752,2716,4399337752,3371
Acct-000059,Media & Content,Media,7779,0,0,0,0
Acct-000185,Finance,Finance - Other,7756,2246360800,7500,2455839200,8000
Acct-001059,Other Industry,Real Estate / Construction,7745,0,0,0,0
Acct-000729,Telecommunications,Regional Carrier/ISP,7721,0,0,0,0
Acct-000233,Professional Services,Consulting / Other Professional Services,7696,0,0,0,0
Acct-001717,Telecommunications,National Carrier/ISP,7681,0,0,0,0
Acct-003127,Finance,Finance - Other,7671,0,1,1269261,4
Acct-001259,Professional Services,Commercial Systems Integrator,7646,0,0,0,0
Acct-001441,Telecommunications,Regional Carrier/ISP,7646,0,0,0,0
Acct-003335,Energy & Manufacturing,Manufacturing - Other,7638,0,0,0,0
Acct-000817,Media & Content,Internet Content & Software,7544,0,0,0,0
Acct-001775,Manufacturing,Manufacturing - Other,7539,4794400,38,9308227,17
Acct-000802,Professional Services,Consulting / Other Professional Services,7537,0,0,0,0
Acct-000738,Media & Content,Gaming/eSports,7533,626960,6,1219307,6
Acct-001212,Other Industry,Real Estate / Construction,7528,0,0,0,0
Acct-000421,Other Industry,Telecommunications Equipment Provider,7509,5901679,22,6196792,22
Acct-001095,Other Industry,Real Estate / Construction,7471,559687029,734,554090159,785
Acct-003317,Energy & Manufacturing,Manufacturing - Other,7410,0,0,0,0
Acct-003238,Media & Content,Media,7341,1516434,200,114684337,200
Acct-000982,Telecommunications,RLEC,7300,0,0,0,0
Acct-001634,Telecommunications,VOIP/VSP,7299,0,0,0,0
Acct-002172,IT Infrastructure,Cloud Service Provider,7287,0,0,0,0
Acct-001110,Telecommunications,Regional Carrier/ISP,7251,34667200,700,17396462,700
Acct-001514,Healthcare,Healthcare - Other,7242,414728734,3541,414728734,3541
Acct-000901,Professional Services,Consulting / Other Professional Services,7176,9957600,130,12156974,130
Acct-000203,Research & Education,K-12 Education,7176,0,0,0,0
Acct-001098,IT Infrastructure,Colo/Hosting,7170,0,0,0,0
Acct-000827,Finance,Finance - Other,7118,0,0,0,0
Acct-003187,,,7082,0,0,0,0
Acct-001360,Healthcare,Healthcare - Other,7065,0,0,0,0
Acct-002495,Professional Services,Consulting / Other Professional Services,7065,3707466,22,3852273,22
Acct-000703,Healthcare,Healthcare,7054,2356264122,18673,2753007176,25472
Acct-000523,Other Industry,Transportation,6984,37213764000,80000,37529088000,83000
Acct-000758,IT Infrastructure,Cloud Service Provider,6984,20463168,60,23021095,60
Acct-001704,Telecommunications,Reseller,6959,37130708,100,37090252,100
Acct-000343,Telecommunications,National Carrier/ISP,6958,0,0,0,0
Acct-000270,IT Infrastructure,Colo/Hosting,6949,0,0,0,0
Acct-003056,Telecommunications,Wireless,6939,202840,4,202840,4
Acct-001783,Professional Services,Consulting / Other Professional Services,6938,231886288,841,223997338,841
Acct-000678,Media & Content,Internet Content & Software,6936,0,0,0,0
Acct-001618,Other Industry,Non-Healthcare Insurance,6921,0,0,0,0
Acct-001823,Finance,Finance - Other,6914,407426836,1300,389910417,1300
Acct-002050,Energy & Manufacturing,Manufacturing - Other,6886,0,0,0,0
Acct-000582,Telecommunications,Regional Carrier/ISP,6882,70072,1,213868,10
Acct-002067,Other Industry,Real Estate / Construction,6848,0,0,0,0
Acct-002077,Research & Education,K-12 Education,6808,5596350,44,5040364,40
Acct-002489,Research & Education,K-12 Education,6800,0,0,0,0
Acct-002372,Healthcare,Hospital/Clinic,6798,0,0,0,0
Acct-001130,Professional Services,Commercial Systems Integrator,6757,0,0,0,0
Acct-001418,Other Industry,Real Estate / Construction,6730,0,0,0,0
Acct-002287,Telecommunications,VOIP/VSP,6708,43334,1,43334,1
Acct-001984,Healthcare,Healthcare - Other,6700,0,0,0,0
Acct-000788,IT Infrastructure,Colo/Hosting,6700,0,0,0,0
Acct-000256,Telecommunications,VOIP/VSP,6636,0,0,0,0
Acct-000816,Finance,Finance - Other,6627,287141226,1051,287141226,1051
Acct-000708,Research & Education,Research,6607,0,0,0,0
Acct-003449,Healthcare,Pharmaceuticals / BioTech,6593,0,0,0,0
Acct-000292,Finance,Finance - Other,6593,0,0,0,0
Acct-002198,IT Infrastructure,Cloud Service Provider,6592,1014200,15,1312230,15
Acct-000479,Finance,Finance - Other,6576,3688000,40,12640746,40
Acct-001517,Media & Content,Internet Content & Software,6529,2611602,14,2611602,14
Acct-001432,Other Industry,Retail,6525,0,0,0,0
Acct-002381,Media & Content,Internet Content & Software,6522,9895513,18,10019394,18
Acct-001427,Finance,Finance - Other,6499,0,0,0,0
Acct-000667,Telecommunications,PTT,6498,11721796581,23000,11617638393,25423
Acct-001067,Professional Services,Consulting / Other Professional Services,6487,0,0,0,0
Acct-001017,IT Infrastructure,Cloud Service Provider,6473,0,0,0,0
Acct-001012,Finance,Finance - Other,6464,7551469,55,7184690,55
Acct-000554,Finance,Asset Management / Hedge Fund,6463,8482400,73,24063792,73
Acct-003129,Media & Content,Internet Content & Software,6429,6551732000,59000,6551732000,59000
Acct-001756,Other Industry,Real Estate / Construction,6422,0,0,0,0
Acct-002447,Professional Services,Commercial Systems Integrator,6412,149362307,328,113799971,328
Acct-001064,Healthcare,Pharmaceuticals / BioTech,6411,1.25E+11,17500,1.35E+11,19000
Acct-000762,Professional Services,Consulting / Other Professional Services,6410,0,0,0,0
Acct-003215,Other Industry,Non-Healthcare Insurance,6344,0,0,0,0
Acct-000720,Telecommunications,Reseller,6341,3227000,26,17492927,26
Acct-000748,,,6340,0,0,0,0
Acct-001860,Healthcare,Healthcare - Other,6339,0,0,0,0
Acct-001035,Professional Services,Consulting / Other Professional Services,6323,9254310,51,9607406,49
Acct-000971,Professional Services,Consulting / Other Professional Services,6321,44809200,660,5422310,660
Acct-001747,Media & Content,Internet Content & Software,6290,0,0,0,0
Acct-000575,Media & Content,Internet Content & Software,6289,372996022,3875,431975440,4122
Acct-001307,Government,State/Local Government,6280,0,0,0,0
Acct-001733,Healthcare,Healthcare,6265,0,0,0,0
Acct-000424,Finance,Finance - Other,6261,1290800,20,2547261,20
Acct-001496,Other Industry,Real Estate / Construction,6252,0,0,0,0
Acct-001699,Energy & Manufacturing,Manufacturing - Other,6238,0,0,0,0
Acct-001789,Media & Content,Internet Content & Software,6237,0,0,0,0
Acct-001631,Research & Education,K-12 Education,6219,0,0,0,0
Acct-001962,Professional Services,Consulting / Other Professional Services,6194,3411400,30,14718019,30
Acct-001428,Professional Services,Consulting / Other Professional Services,6193,0,0,0,0
Acct-000543,Telecommunications,Reseller,6170,29227400,180,33712913,180
Acct-000894,Finance,Finance - Other,6160,11187418,49,11187418,49
Acct-002433,Other Industry,Real Estate / Construction,6126,5500348662,61500,5500348662,61500
Acct-002253,Professional Services,Consulting / Other Professional Services,6117,0,0,0,0
Acct-001689,IT Infrastructure,Colo/Hosting,6100,0,0,0,0
Acct-000860,Media & Content,Internet Content & Software,6094,129712,9,208902,4
Acct-000460,Professional Services,Engineering,6092,375335,3,0,3
Acct-001560,Media & Content,Internet Content & Software,6089,53476,1,53476,1
Acct-000757,Research & Education,Research,6083,0,0,0,0
Acct-000501,Professional Services,Commercial Systems Integrator,6077,4837842,73,12909898,73
Acct-001855,Finance,Finance - Other,6077,0,0,0,0
Acct-001057,Other Industry,Retail,6067,3132445212,10000,3132445212,10000
Acct-000795,Manufacturing,Manufacturing - Other,6055,19449547,60,20664481,60
Acct-002870,IT Infrastructure,Cloud Service Provider,6054,0,0,0,0
Acct-000048,IT Infrastructure,Colo/Hosting,6042,0,0,0,0
Acct-001149,Media & Content,Internet Content & Software,6039,0,0,8276148,55
Acct-001610,Other Industry,Retail,6025,0,0,0,0
Acct-001630,Research & Education,K-12 Education,6015,0,0,0,0
Acct-000859,Government,Federal Research,6000,0,0,0,0
Acct-002556,Healthcare,Healthcare - Other,5996,140163178,1125,183334273,1125
Acct-000898,Other Industry,Telecommunications Equipment Provider,5989,13092400,100,62275585,100
Acct-003255,Energy & Manufacturing,Oil & Gas,5942,3932770,50,3519543,50
Acct-000005,Telecommunications,Reseller,5928,35958,1,276369,1
Acct-001279,Other Industry,Retail,5922,0,0,0,0
Acct-003179,,,5921,0,0,0,0
Acct-000559,Healthcare,Healthcare - Other,5913,0,0,0,0
Acct-000637,Healthcare,Healthcare,5873,5764005,12,7671891,12
Acct-001305,Telecommunications,National Carrier/ISP,5860,0,0,0,0
Acct-001870,Other Industry,Transportation,5845,1213345,14,1201211,14
Acct-002338,Other Industry,Retail,5828,1290800,15,5595910,15
Acct-001523,Other Industry,Retail,5811,0,0,0,0
Acct-001526,Government,Federal Government,5810,0,0,0,0
Acct-002848,Professional Services,Consulting / Other Professional Services,5802,0,0,0,0
Acct-001330,Research & Education,K-12 Education,5775,0,0,0,0
Acct-001739,Professional Services,Commercial Systems Integrator,5717,0,0,0,0
Acct-001051,IT Infrastructure,Colo/Hosting,5675,0,0,0,0
Acct-000391,Media & Content,AdTech,5637,0,0,0,0
Acct-000990,Healthcare,Healthcare,5633,0,0,0,0
Acct-002506,Media & Content,Internet Content & Software,5625,0,0,0,0
Acct-000030,Professional Services,Consulting / Other Professional Services,5594,1383000,12,1383000,12
Acct-003446,Media & Content,Media,5593,1094288631,5012,697785289,3494
Acct-001905,IT Infrastructure,Colo/Hosting,5573,1475200,25,1475200,25
Acct-001627,Telecommunications,Regional Carrier/ISP,5566,1659600,18,2986370,18
Acct-003088,Other Industry,Real Estate / Construction,5565,2312124294,2000,2897339822,2000
Acct-001934,Research & Education,Higher Education,5536,0,0,0,0
Acct-000937,Telecommunications,Wireless,5535,7099400,70,26459280,70
Acct-002033,Finance,Finance - Other,5528,267380,4,566114,5
Acct-001240,Media & Content,Media,5506,0,0,0,0
Acct-000250,Telecommunications,Reseller,5501,0,0,0,0
Acct-000648,Media & Content,Internet Content & Software,5499,0,0,0,0
Acct-000934,Telecommunications,Wireless,5496,19703354,40,13070402,50
Acct-001880,Media & Content,Internet Content & Software,5477,0,0,0,0
Acct-003569,Media & Content,Internet Content & Software,5455,1216072822,2353,2074393970,3809
Acct-003077,IT Infrastructure,Colo/Hosting,5454,0,0,0,0
Acct-002210,Finance,Asset Management / Hedge Fund,5450,0,0,0,0
Acct-003091,Professional Services,Consulting / Other Professional Services,5448,0,0,0,0
Acct-001639,Healthcare,Healthcare,5424,0,0,0,0
Acct-000177,Professional Services,Consulting / Other Professional Services,5397,0,0,0,0
Acct-000197,IT Infrastructure,Cloud Service Provider,5380,2212800,23,4350034,23
Acct-001586,Transportation & Logistics,Transportation - Other,5371,479440,6,2204338,18
Acct-001467,Other Industry,Transportation,5341,9691142000,30456,9691142000,30456
Acct-001946,Other Industry,Telecommunications Equipment Provider,5291,0,0,0,0
Acct-001840,Healthcare,Healthcare - Other,5267,0,0,0,0
Acct-003094,Government,Federal Government,5262,79563990,350,69398940,350
Acct-001707,Media & Content,Internet Content & Software,5261,11432800,100,17609713,100
Acct-003147,IT Infrastructure,Colo/Hosting,5261,12606087,25,13866697,25
Acct-003284,Media & Content,Internet Content & Software,5243,34021800,400,100214543,400
Acct-002643,Other Industry,Telecommunications Equipment Provider,5236,369931294,782,375680886,895
Acct-000526,Telecommunications,Regional Carrier/ISP,5200,2177382,15,3215921,15
Acct-001316,Research & Education,K-12 Education,5199,0,0,0,0
Acct-000409,Professional Services,Legal,5166,0,0,0,0
Acct-000864,Telecommunications,National Carrier/ISP,5148,9169976,35,9127058,35
Acct-000624,Media & Content,Internet Content & Software,5145,0,0,0,0
Acct-001530,Research & Education,Research,5105,442560,5,442560,5
Acct-000683,Other Industry,Real Estate / Construction,5098,4912416000,10700,5260932000,11400
Acct-001485,IT Infrastructure,Colo/Hosting,5098,401657,14,401657,14
Acct-002202,Other Industry,Real Estate / Construction,5098,0,0,0,0
Acct-000180,Energy & Manufacturing,Manufacturing - Other,5097,2.11E+11,338875,2.48E+13,348877
Acct-002255,IT Infrastructure,Cloud Service Provider,5096,7468249,50,5327261,50
Acct-000701,Professional Services,Legal,5085,0,0,0,0
Acct-003204,Finance,Finance - Other,5078,4978800,33,26763239,33
Acct-003306,Healthcare,Healthcare - Other,5061,0,0,0,0
Acct-001827,Other Industry,Real Estate / Construction,5052,0,0,0,0
Acct-000440,Media & Content,Internet Content & Software,5049,0,0,0,0
Acct-001091,Professional Services,Commercial Systems Integrator,5001,3559990,15,3778870,15
Acct-000268,IT Infrastructure,Colo/Hosting,4996,7193095,30,7193095,30
Acct-002374,IT Infrastructure,Colo/Hosting,4986,0,0,0,0
Acct-000695,IT Infrastructure,Cloud Service Provider,4985,0,0,0,0
Acct-001203,Telecommunications,VOIP/VSP,4975,0,0,0,0
Acct-002680,Professional Services,Consulting / Other Professional Services,4970,0,0,0,0
Acct-000752,Energy & Manufacturing,Manufacturing - Other,4969,0,0,0,0
Acct-002294,IT Infrastructure,Colo/Hosting,4945,0,0,0,0
Acct-000962,Media & Content,Internet Content & Software,4930,0,0,0,0
Acct-003200,Media & Content,Internet Content & Software,4910,11430515,60,11430515,60
