CPQID,AccountID,CreatedDate,ProductGroup,X36MRCList,X36NRRList,X36NPVList,BuildingID,Market,StreetAddress,City,State,PostalCode,NetworkProximity,OnZayoNetworkStatus,,
CPQ-001964,Acct-000066,11/10/16,IP Services,2289,922,22186,Bldg-459329,Denver,14200 E Arapahoe Rd,Centennial,CO,80112,940.59,Not on Zayo Network,,
CPQ-001965,Acct-000013,9/20/16,Ethernet,1080,461,7769,Bldg-439844,Dallas,2300 W Plano Pkwy - Bldg K,Plano,TX,75075,651.11,On Zayo Network,,
CPQ-001966,Acct-000066,11/10/16,IP Services,2743,922,34702,Bldg-459329,Denver,14200 E Arapahoe Rd,Centennial,CO,80112,940.59,Not on Zayo Network,,
CPQ-001967,Acct-000373,9/21/16,Ethernet,1203,1383,23526,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-001968,Acct-000066,11/10/16,IP Services,1455,922,14429,Bldg-158959,Atlanta,1491 Montreal Rd,Tucker,GA,30084,169.35,Not on Zayo Network,,
CPQ-001969,Acct-000066,11/10/16,IP Services,2743,922,49922,Bldg-158959,Atlanta,1491 Montreal Rd,Tucker,GA,30084,169.35,Not on Zayo Network,,
CPQ-001970,Acct-000066,11/10/16,IP Services,2837,922,27289,Bldg-158868,Denver,4700 Hale Pkwy,Denver,CO,80220,1462.26,Not on Zayo Network,,
CPQ-001971,Acct-000066,11/10/16,IP Services,2837,922,27289,Bldg-158868,Denver,4700 Hale Pkwy,Denver,CO,80220,1462.26,Not on Zayo Network,,
CPQ-001972,Acct-000066,11/10/16,IP Services,2086,922,20301,Bldg-158871,Denver,900 Potomac St,Aurora,CO,80011,461.92,Not on Zayo Network,,
CPQ-001973,Acct-000066,11/10/16,IP Services,2743,922,38400,Bldg-158871,Denver,900 Potomac St,Aurora,CO,80011,461.92,Not on Zayo Network,,
CPQ-001974,Acct-000066,11/10/16,IP Services,2743,922,47217,Bldg-158872,Denver,501 E Hampden Ave,Englewood,CO,80113,234.92,Not on Zayo Network,,
CPQ-001975,Acct-000066,11/10/16,IP Services,6527,922,61602,Bldg-158864,Denver,9191 Grant St,Thornton,CO,80229,2207.31,Not on Zayo Network,,
CPQ-001976,Acct-000039,9/21/16,Ethernet,1556,461,11001,Bldg-492557,Atlanta,11130 Alpharetta Hwy,Roswell,GA,30076,388.89,Not on Zayo Network,,
CPQ-001977,Acct-000066,11/10/16,IP Services,6527,922,61602,Bldg-158864,Denver,9191 Grant St,Thornton,CO,80229,2207.31,Not on Zayo Network,,
CPQ-001978,Acct-000374,9/21/16,Dark Fiber - Metro,4565,4610,121638,Bldg-115562,Atlanta,1355 Terrell Mill Rd SE,Marietta,GA,30067,363.15,On Zayo Network,,
CPQ-001978,Acct-000374,9/21/16,Dark Fiber - Metro,4565,4610,121638,Bldg-038059,Atlanta,1003 Donnelly Ave SW,Atlanta,GA,30310,57.36,On Zayo Network,,
CPQ-001979,Acct-000039,9/21/16,Ethernet,1321,461,9408,Bldg-492555,Atlanta,2345 Pleasant Hill Rd,Duluth,GA,30096,103.13,Not on Zayo Network,,
CPQ-001980,Acct-000076,9/20/16,zColo,0,0,0,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-001981,Acct-000019,9/20/16,Wavelengths - Long Haul,2907,2858,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-001981,Acct-000019,9/20/16,Wavelengths - Long Haul,2907,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-001982,Acct-000357,11/10/16,IP Services,550,922,15084,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-001983,Acct-000039,9/21/16,Ethernet,993,461,18409,Bldg-011543,Denver,11011 E Peakview Ave,Englewood,CO,80111,257.74,On Zayo Network,,
CPQ-001984,Acct-000375,9/20/16,Ethernet,1201,922,21976,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network,,
CPQ-001985,Acct-000039,9/21/16,Ethernet,576,461,10206,Bldg-109239,Denver,1225 17th St,Denver,CO,80202,85.83,On Zayo Network,,
CPQ-001986,Acct-000019,9/20/16,Wavelengths - Long Haul,2907,2858,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-001986,Acct-000019,9/20/16,Wavelengths - Long Haul,2907,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-001987,Acct-000274,9/21/16,Ethernet,910,461,18060,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-001988,Acct-000074,9/20/16,Ethernet,1756,461,12357,Bldg-126788,Dallas,1231 Greenway Dr,Irving,TX,75038,995.46,Not on Zayo Network,,
CPQ-001989,Acct-000066,11/10/16,IP Services,784,922,16665,Bldg-115651,Atlanta,5505 Peachtree Dunwoody Rd,Atlanta,GA,30342,237.77,On Zayo Network,,
CPQ-001990,Acct-000066,11/10/16,IP Services,2935,922,75924,Bldg-115651,Atlanta,5505 Peachtree Dunwoody Rd,Atlanta,GA,30342,237.77,On Zayo Network,,
CPQ-001991,Acct-000376,9/20/16,IP Services,2853,922,23535,Bldg-123470,Denver,313 Inverness Way S,Englewood,CO,80112,280.54,Not on Zayo Network,,
CPQ-001992,Acct-000066,11/10/16,IP Services,784,922,16703,Bldg-038098,Atlanta,1455 Montreal Rd,Tucker,GA,30084,179.05,On Zayo Network,,
CPQ-001993,Acct-000377,9/20/16,Wavelengths - Metro,910,2766,24303,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network,,
CPQ-001993,Acct-000377,9/20/16,Wavelengths - Metro,910,2766,24303,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,
CPQ-001994,Acct-000209,9/20/16,Ethernet,2958,922,52668,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-001994,Acct-000209,9/20/16,Ethernet,2958,922,52668,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-001995,Acct-000066,11/10/16,IP Services,879,922,19328,Bldg-134080,Denver,8200 E Belleview Ave,Englewood,CO,80111,2621.14,On Zayo Network,,
CPQ-001996,Acct-000066,11/10/16,IP Services,784,922,16665,Bldg-111342,Dallas,13760 Noel Rd,Dallas,TX,75240,676.93,On Zayo Network,,
CPQ-001997,Acct-000066,11/10/16,IP Services,2935,922,75963,Bldg-116557,Dallas,6750 N MacArthur Blvd,Irving,TX,75039,1037.51,On Zayo Network,,
CPQ-001998,Acct-000066,11/10/16,IP Services,2935,922,75924,Bldg-111342,Dallas,13760 Noel Rd,Dallas,TX,75240,676.93,On Zayo Network,,
CPQ-001999,Acct-000066,11/10/16,IP Services,588,922,16144,Bldg-118304,Dallas,307 W 7th St,Fort Worth,TX,76102,31.65,On Zayo Network,,
CPQ-002000,Acct-000066,11/10/16,IP Services,784,922,16703,Bldg-137169,Dallas,12200 Park Central Dr,Dallas,TX,75251,196.04,On Zayo Network,,
CPQ-002001,Acct-000066,11/10/16,IP Services,2201,922,60588,Bldg-118304,Dallas,307 W 7th St,Fort Worth,TX,76102,31.65,On Zayo Network,,
CPQ-002002,Acct-000066,11/10/16,IP Services,3292,922,85787,Bldg-134080,Denver,8200 E Belleview Ave,Englewood,CO,80111,2621.14,On Zayo Network,,
CPQ-002003,Acct-000378,11/10/16,IP Services,784,922,16703,Bldg-038238,Atlanta,550 Peachtree St NE,Atlanta,GA,30308,1101.69,On Zayo Network,,
CPQ-002004,Acct-000066,11/10/16,IP Services,2935,922,75963,Bldg-137169,Dallas,12200 Park Central Dr,Dallas,TX,75251,196.04,On Zayo Network,,
CPQ-002005,Acct-000066,11/10/16,IP Services,784,922,16703,Bldg-116557,Dallas,6750 N MacArthur Blvd,Irving,TX,75039,1037.51,On Zayo Network,,
CPQ-002006,Acct-000378,11/10/16,IP Services,2935,922,75963,Bldg-038238,Atlanta,550 Peachtree St NE,Atlanta,GA,30308,1101.69,On Zayo Network,,
CPQ-002007,Acct-000378,11/10/16,IP Services,6329,922,59764,Bldg-110791,Atlanta,1170 Cleveland Ave,Atlanta,GA,30344,3881.73,Not on Zayo Network,,
CPQ-002008,Acct-000066,11/10/16,IP Services,879,922,19289,Bldg-145227,Denver,4900 S Monaco St,Denver,CO,80237,229.38,On Zayo Network,,
CPQ-002009,Acct-000378,11/10/16,IP Services,6329,922,59764,Bldg-110791,Atlanta,1170 Cleveland Ave,Atlanta,GA,30344,3881.73,Not on Zayo Network,,
CPQ-002010,Acct-000066,11/10/16,IP Services,3292,922,85749,Bldg-145227,Denver,4900 S Monaco St,Denver,CO,80237,229.38,On Zayo Network,,
CPQ-002011,Acct-000378,11/10/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-002012,Acct-000379,9/21/16,IP Services,10362,4610,284098,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-002013,Acct-000378,11/10/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-002014,Acct-000380,11/10/16,IP Services,784,922,10098,Bldg-116468,Dallas,1445 Ross Ave,Dallas,TX,75202,8.87,On Zayo Network,,
CPQ-002015,Acct-000380,11/10/16,IP Services,2935,922,69357,Bldg-116468,Dallas,1445 Ross Ave,Dallas,TX,75202,8.87,On Zayo Network,,
CPQ-002016,Acct-000063,9/21/16,IP Services,684,922,11147,Bldg-111346,Dallas,3030 Lyndon B Johnson Fwy,Dallas,TX,75234,467.62,On Zayo Network,,
CPQ-002017,Acct-000092,11/10/16,IP Services,703,922,14483,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-002018,Acct-000063,9/21/16,IP Services,753,922,12756,Bldg-111346,Dallas,3030 Lyndon B Johnson Fwy,Dallas,TX,75234,467.62,On Zayo Network,,
CPQ-002019,Acct-000014,11/10/16,Wavelengths - Long Haul,12424,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-002020,Acct-000102,9/21/16,Wavelengths - Long Haul,2019,3227,22975,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,,
CPQ-002021,Acct-000102,9/21/16,Ethernet,1380,1153,29532,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,,
CPQ-002022,Acct-000178,9/21/16,Wavelengths - Metro,5172,1475,48430,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-002022,Acct-000178,9/21/16,Wavelengths - Metro,5172,1475,48430,Bldg-145322,Denver,1650 Wewatta St,Denver,CO,80202,458.62,Not on Zayo Network,,
CPQ-002023,Acct-000381,11/10/16,IP Services,1468,922,14556,Bldg-505169,Atlanta,2270 Northwest Pkwy SE,Marietta,GA,30067,369.32,Not on Zayo Network,,
CPQ-002024,Acct-000381,11/10/16,IP Services,1468,922,14556,Bldg-505169,Atlanta,2270 Northwest Pkwy SE,Marietta,GA,30067,369.32,Not on Zayo Network,,
CPQ-002025,,9/21/16,IP Services,1479,922,40686,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002026,Acct-000066,11/10/16,IP Services,3109,922,29814,Bldg-158867,Denver,4567 E 9th Ave,Denver,CO,80220,1572.16,Not on Zayo Network,,
CPQ-002027,Acct-000061,11/10/16,Ethernet,1003,461,13850,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-002027,Acct-000061,11/10/16,Ethernet,1003,461,13850,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-002028,Acct-000066,11/10/16,IP Services,3109,922,29814,Bldg-158867,Denver,4567 E 9th Ave,Denver,CO,80220,1572.16,Not on Zayo Network,,
CPQ-002029,Acct-000019,9/21/16,Wavelengths - Long Haul,3477,3227,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002030,Acct-000066,11/10/16,IP Services,2743,922,34697,Bldg-159052,Dallas,3901 W 15th St,Plano,TX,75075,433.94,Not on Zayo Network,,
CPQ-002031,Acct-000013,9/21/16,Ethernet,3785,461,26111,Bldg-492524,Dallas,504 Sansom Blvd,Fort Worth,TX,76179,1999.8,Not on Zayo Network,,
CPQ-002032,Acct-000013,9/21/16,Ethernet,747,461,12531,Bldg-060352,Atlanta,1940 W Oak Cir,Marietta,GA,30062,2602.27,On Zayo Network,,
CPQ-002033,Acct-000158,9/21/16,Ethernet,4057,922,27758,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002033,Acct-000158,9/21/16,Ethernet,4057,922,27758,Bldg-147671,Dallas,650 S Griffin St,Dallas,TX,75202,682.3,Not on Zayo Network,,
CPQ-002034,Acct-000361,9/21/16,IP Services,600,922,8993,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-002035,Acct-000144,9/21/16,IP Services,550,922,12860,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002036,Acct-000009,9/21/16,Ethernet,1676,0,11360,Bldg-492644,Dallas,1411 W Walnut Hill Ln,Irving,TX,75038,405.49,Not on Zayo Network,,
CPQ-002037,Acct-000361,9/21/16,IP Services,659,922,13271,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-002038,Acct-000382,9/21/16,Wavelengths - Long Haul,12431,2766,0,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-002039,Acct-000383,9/21/16,Wavelengths - Long Haul,15493,2766,146794,Bldg-118396,Dallas,1333 Crestside Dr,Coppell,TX,75019,165.77,On Zayo Network,,
CPQ-002040,Acct-000384,11/10/16,IP Services,2460,922,23776,Bldg-145678,Denver,1391 Speer Blvd,Denver,CO,80204,524.3,Not on Zayo Network,,
CPQ-002041,Acct-000384,11/10/16,IP Services,2743,922,31581,Bldg-145678,Denver,1391 Speer Blvd,Denver,CO,80204,524.3,Not on Zayo Network,,
CPQ-002042,Acct-000044,11/10/16,IP Services,2469,922,48249,Bldg-116499,Dallas,105 Decker Ct,Irving,TX,75062,598.76,On Zayo Network,,
CPQ-002043,Acct-000132,9/21/16,Ethernet,864,922,17948,Bldg-015500,Dallas,2300 W Plano Pkwy - Bldg C,Plano,TX,75075,657.46,On Zayo Network,,
CPQ-002044,Acct-000044,11/10/16,IP Services,875,922,10797,Bldg-116499,Dallas,105 Decker Ct,Irving,TX,75062,598.76,On Zayo Network,,
CPQ-002045,Acct-000107,11/10/16,Wavelengths - Long Haul,9436,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002046,Acct-000291,11/10/16,IP Services,2469,922,58188,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-002047,Acct-000044,11/10/16,IP Services,1775,922,31936,Bldg-116499,Dallas,105 Decker Ct,Irving,TX,75062,598.76,On Zayo Network,,
CPQ-002048,Acct-000043,9/21/16,Ethernet,262,461,6717,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-002049,Acct-000035,9/21/16,Ethernet,1224,922,28761,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-002050,Acct-000153,9/21/16,IP Services,644,1153,11128,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,
CPQ-002051,Acct-000066,11/10/16,IP Services,3545,922,33873,Bldg-158869,Denver,10101 Ridgegate Pkwy,Lone Tree,CO,80124,3250.57,Not on Zayo Network,,
CPQ-002052,Acct-000066,11/10/16,IP Services,6559,922,61902,Bldg-135350,Dallas,4160 International Plz,Fort Worth,TX,76109,3320.79,Not on Zayo Network,,
CPQ-002053,Acct-000095,11/10/16,Wavelengths - Metro,1124,2766,14916,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-002053,Acct-000095,11/10/16,Wavelengths - Metro,1124,2766,14916,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002054,Acct-000066,11/10/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-002055,Acct-000066,11/10/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-002056,Acct-000066,11/10/16,IP Services,3545,922,33873,Bldg-158869,Denver,10101 Ridgegate Pkwy,Lone Tree,CO,80124,3250.57,Not on Zayo Network,,
CPQ-002057,Acct-000066,11/10/16,IP Services,1792,922,17563,Bldg-159040,Dallas,6565 N MacArthur Blvd,Irving,TX,75039,756.76,Not on Zayo Network,,
CPQ-002058,Acct-000066,11/10/16,IP Services,2743,922,43772,Bldg-159040,Dallas,6565 N MacArthur Blvd,Irving,TX,75039,756.76,Not on Zayo Network,,
CPQ-002059,Acct-000095,11/10/16,Wavelengths - Metro,1550,2766,22891,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-002059,Acct-000095,11/10/16,Wavelengths - Metro,1550,2766,22891,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002060,Acct-000019,9/21/16,Ethernet,0,0,0,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002061,Acct-000066,11/10/16,IP Services,2289,922,22188,Bldg-159052,Dallas,3901 W 15th St,Plano,TX,75075,433.94,Not on Zayo Network,,
CPQ-002062,Acct-000066,11/10/16,IP Services,2342,922,22682,Bldg-159053,Dallas,7777 Forest Ln,Dallas,TX,75230,243.09,Not on Zayo Network,,
CPQ-002063,Acct-000066,11/10/16,IP Services,2743,922,33728,Bldg-159053,Dallas,7777 Forest Ln,Dallas,TX,75230,243.09,Not on Zayo Network,,
CPQ-002064,Acct-000044,9/21/16,IP Services,706,922,11650,Bldg-038174,Atlanta,3060 Peachtree Rd NW,Atlanta,GA,30305,666.72,On Zayo Network,,
CPQ-002065,Acct-000024,9/21/16,zColo,855,1171,12621,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-002066,Acct-000095,11/10/16,Wavelengths - Metro,5670,2766,55430,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002066,Acct-000095,11/10/16,Wavelengths - Metro,5670,2766,55430,Bldg-497599,Atlanta,2 Memorial Dr SW,Atlanta,GA,30334,2429.91,Not on Zayo Network,,
CPQ-002067,Acct-000043,9/21/16,Ethernet,708,922,18478,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-002068,Acct-000035,9/21/16,Ethernet,884,922,23351,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-002069,Acct-000170,11/10/16,zColo,184,184,5213,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002070,Acct-000385,9/21/16,IP Services,2067,922,54267,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002071,Acct-000095,11/10/16,Ethernet,1419,922,23841,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002071,Acct-000095,11/10/16,Ethernet,1419,922,23841,Bldg-497599,Atlanta,2 Memorial Dr SW,Atlanta,GA,30334,2429.91,Not on Zayo Network,,
CPQ-002072,Acct-000095,11/10/16,Wavelengths - Metro,5965,2766,58174,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002072,Acct-000095,11/10/16,Wavelengths - Metro,5965,2766,58174,Bldg-497599,Atlanta,2 Memorial Dr SW,Atlanta,GA,30334,2429.91,Not on Zayo Network,,
CPQ-002073,Acct-000019,9/21/16,IP Services,2067,922,54267,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002074,Acct-000014,11/10/16,Wavelengths - Long Haul,1565,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-002075,Acct-000019,9/21/16,IP Services,2067,922,54267,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002076,Acct-000095,11/10/16,Ethernet,4825,922,33613,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002076,Acct-000095,11/10/16,Ethernet,4825,922,33613,Bldg-497599,Atlanta,2 Memorial Dr SW,Atlanta,GA,30334,2429.91,Not on Zayo Network,,
CPQ-002077,Acct-000025,9/21/16,Ethernet,1029,461,22995,Bldg-038077,Atlanta,11380 Technology Cir,Duluth,GA,30097,426.83,On Zayo Network,,
CPQ-002078,Acct-000093,11/10/16,Ethernet,634,461,16952,Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network,,
CPQ-002079,Acct-000386,11/10/16,IP Services,2974,4610,48590,Bldg-115604,Atlanta,303 Peachtree St NE,Atlanta,GA,30308,1351.83,On Zayo Network,,
CPQ-002079,Acct-000386,11/10/16,IP Services,2974,4610,48590,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network,,
CPQ-002080,Acct-000386,11/10/16,IP Services,2974,4610,90535,Bldg-115604,Atlanta,303 Peachtree St NE,Atlanta,GA,30308,1351.83,On Zayo Network,,
CPQ-002080,Acct-000386,11/10/16,IP Services,2974,4610,90535,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network,,
CPQ-002081,Acct-000027,11/10/16,IP Services,582,922,13620,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-002082,Acct-000350,9/21/16,IP Services,4408,4610,97390,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network,,
CPQ-002083,Acct-000231,9/21/16,Wavelengths - Long Haul,2452,2766,0,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-002084,Acct-000376,9/21/16,IP Services,10362,4610,242176,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-002085,Acct-000350,9/21/16,IP Services,3261,4610,71319,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002086,Acct-000376,9/22/16,IP Services,2962,922,64695,Bldg-116634,Denver,304 Inverness Way S,Englewood,CO,80112,146.17,On Zayo Network,,
CPQ-002087,Acct-000376,9/22/16,IP Services,14092,4610,323999,Bldg-116634,Denver,304 Inverness Way S,Englewood,CO,80112,146.17,On Zayo Network,,
CPQ-002088,Acct-000095,11/10/16,Ethernet,1256,922,26064,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,
CPQ-002088,Acct-000095,11/10/16,Ethernet,1256,922,26064,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,
CPQ-002089,Acct-000093,11/10/16,Ethernet,579,784,4036,Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network,,
CPQ-002090,Acct-000354,11/10/16,Ethernet,4643,461,37213,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-002091,Acct-000354,11/10/16,Ethernet,3532,1383,23497,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-002092,Acct-000354,11/10/16,Ethernet,4643,461,37213,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-002093,Acct-000354,11/10/16,Ethernet,3532,1383,23497,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-002094,Acct-000014,11/10/16,Wavelengths - Long Haul,12401,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-002095,Acct-000387,11/10/16,Ethernet,3831,461,77211,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002096,Acct-000076,11/10/16,IP Services,9395,4610,254826,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002097,Acct-000019,11/10/16,IP Services,9395,4610,254826,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002098,Acct-000019,11/10/16,Wavelengths - Long Haul,1602,2766,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-002099,Acct-000388,9/22/16,Ethernet,1256,922,26962,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-002099,Acct-000388,9/22/16,Ethernet,1256,922,26962,Bldg-087928,Atlanta,3424 Peachtree Rd NE,Atlanta,GA,30326,692.57,On Zayo Network,,
CPQ-002100,Acct-000019,11/10/16,IP Services,2633,922,62722,Bldg-118922,Dallas,4025 Midway Rd,Carrollton,TX,75007,301.43,On Zayo Network,,
CPQ-002101,Acct-000019,11/10/16,IP Services,1975,922,46799,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-002102,Acct-000388,9/22/16,Ethernet,1633,922,19222,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-002102,Acct-000388,9/22/16,Ethernet,1633,922,19222,Bldg-125873,Dallas,8343 Douglas Ave,Dallas,TX,75225,76,Not on Zayo Network,,
CPQ-002103,Acct-000389,9/22/16,IP Services,784,922,16665,Bldg-061686,Atlanta,3625 Brookside Pkwy,Alpharetta,GA,30022,347.49,On Zayo Network,,
CPQ-002104,Acct-000388,9/22/16,Ethernet,1283,922,9600,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-002104,Acct-000388,9/22/16,Ethernet,1283,922,9600,Bldg-125873,Dallas,8343 Douglas Ave,Dallas,TX,75225,76,Not on Zayo Network,,
